review_text,rating,date,upvotes
"UI sangat membingungkan, sulit digunakan.",2,2023-04-17,61
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-02,82
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-08-09,83
Banyak promo menarik setiap hari.,5,2023-08-19,82
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-01-17,30
Banyak bug yang mengganggu pengalaman belanja.,1,2023-11-04,11
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-06-17,17
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-16,49
"UI sangat membingungkan, sulit digunakan.",1,2023-01-11,67
"Aplikasi sering crash, sangat frustasi!",1,2023-11-21,15
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-26,27
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-03-07,20
"UI sangat membingungkan, sulit digunakan.",2,2023-02-01,72
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-05-15,17
Aplikasi sangat bagus dan mudah digunakan!,5,2023-07-16,29
"Aplikasi sering crash, sangat frustasi!",1,2023-04-07,14
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-07,15
"Aplikasi sering crash, sangat frustasi!",2,2023-12-11,52
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-06-09,86
"UI sangat membingungkan, sulit digunakan.",1,2023-10-20,68
Aplikasi sangat bagus dan mudah digunakan!,4,2023-07-04,10
"UI sangat membingungkan, sulit digunakan.",1,2023-02-22,76
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-03-06,65
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-06-02,7
Aplikasi sangat bagus dan mudah digunakan!,5,2023-02-09,70
"Aplikasi sering crash, sangat frustasi!",2,2023-05-05,82
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-09,15
Aplikasi sangat bagus dan mudah digunakan!,4,2023-12-03,3
Layanan pelanggan sangat responsif dan membantu.,4,2023-02-05,13
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-04-01,62
Banyak promo menarik setiap hari.,5,2023-09-27,36
Aplikasi sangat bagus dan mudah digunakan!,5,2023-07-16,73
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-14,19
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-06-15,56
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-02-23,49
Banyak bug yang mengganggu pengalaman belanja.,2,2023-08-18,26
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-01-25,7
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-11,35
Banyak bug yang mengganggu pengalaman belanja.,2,2023-09-14,44
Banyak promo menarik setiap hari.,5,2023-11-02,63
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-04-16,7
Aplikasi sangat bagus dan mudah digunakan!,5,2023-02-11,84
"Aplikasi sering crash, sangat frustasi!",2,2023-02-12,49
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-05-10,60
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-11,94
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-04-23,87
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-26,11
Banyak bug yang mengganggu pengalaman belanja.,1,2023-07-07,52
Banyak promo menarik setiap hari.,5,2023-03-10,17
Layanan pelanggan sangat responsif dan membantu.,4,2023-09-11,97
"UI sangat membingungkan, sulit digunakan.",2,2023-07-25,19
Aplikasi sangat bagus dan mudah digunakan!,4,2023-12-19,67
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-10-22,40
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-01-09,70
"UI sangat membingungkan, sulit digunakan.",2,2023-03-04,55
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-24,30
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-12-09,18
Banyak promo menarik setiap hari.,5,2023-11-10,67
Layanan pelanggan sangat responsif dan membantu.,4,2023-05-26,27
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-24,61
Aplikasi sangat bagus dan mudah digunakan!,5,2023-06-28,16
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-22,20
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-12-09,75
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-05-08,30
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-24,59
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-26,89
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-12-19,22
Aplikasi sangat bagus dan mudah digunakan!,4,2023-07-07,57
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-03-24,49
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-19,77
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-12-06,97
"Aplikasi sering crash, sangat frustasi!",2,2023-02-10,66
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-08,14
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-24,53
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-10-13,45
Banyak promo menarik setiap hari.,4,2023-11-02,72
Banyak bug yang mengganggu pengalaman belanja.,2,2023-04-28,51
"Aplikasi sering crash, sangat frustasi!",1,2023-02-17,66
"Aplikasi sering crash, sangat frustasi!",1,2023-04-15,71
Banyak promo menarik setiap hari.,4,2023-11-12,9
Banyak bug yang mengganggu pengalaman belanja.,2,2023-04-07,60
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-10,38
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-25,84
Banyak promo menarik setiap hari.,5,2023-08-09,12
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-01-13,86
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-10,97
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-08,9
Banyak bug yang mengganggu pengalaman belanja.,2,2023-11-11,87
"UI sangat membingungkan, sulit digunakan.",2,2023-08-06,82
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-17,31
"Aplikasi sering crash, sangat frustasi!",2,2023-09-01,99
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-22,22
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-10-08,10
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-25,97
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-26,57
Aplikasi sangat bagus dan mudah digunakan!,5,2023-03-07,59
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-02,80
Banyak promo menarik setiap hari.,4,2023-10-19,43
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-02-01,83
Banyak bug yang mengganggu pengalaman belanja.,2,2023-02-11,94
Banyak bug yang mengganggu pengalaman belanja.,2,2023-08-06,81
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-25,57
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-01,96
"UI sangat membingungkan, sulit digunakan.",2,2023-11-06,5
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-12-23,47
"UI sangat membingungkan, sulit digunakan.",1,2023-10-25,27
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-01-11,88
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-01-14,68
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-25,30
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-02-25,21
Aplikasi sangat bagus dan mudah digunakan!,4,2023-11-12,62
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-10-28,34
Banyak bug yang mengganggu pengalaman belanja.,1,2023-10-17,83
"UI sangat membingungkan, sulit digunakan.",1,2023-09-23,80
Layanan pelanggan sangat responsif dan membantu.,5,2023-06-20,28
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-05-28,25
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-09-05,89
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-04-13,71
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-06-28,94
Banyak promo menarik setiap hari.,5,2023-11-10,89
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-06-21,98
Banyak bug yang mengganggu pengalaman belanja.,1,2023-10-21,38
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-01,20
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-09,96
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-01-20,69
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-13,84
Layanan pelanggan sangat responsif dan membantu.,5,2023-12-11,60
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-06-24,3
Layanan pelanggan sangat responsif dan membantu.,5,2023-10-07,13
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-10-21,7
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-06-27,42
Layanan pelanggan sangat responsif dan membantu.,4,2023-04-28,10
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-19,13
"Aplikasi sering crash, sangat frustasi!",1,2023-07-09,60
"Aplikasi sering crash, sangat frustasi!",2,2023-12-08,30
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-14,92
"UI sangat membingungkan, sulit digunakan.",2,2023-04-18,59
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-02,87
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-03-12,37
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-08-11,45
Banyak promo menarik setiap hari.,5,2023-06-08,77
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-15,44
Aplikasi sangat bagus dan mudah digunakan!,5,2023-03-27,59
"UI sangat membingungkan, sulit digunakan.",2,2023-12-21,90
Banyak promo menarik setiap hari.,5,2023-07-13,62
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-10-17,75
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-14,60
Banyak promo menarik setiap hari.,5,2023-07-07,40
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-21,81
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-03-07,77
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-04,32
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-05,80
Aplikasi sangat bagus dan mudah digunakan!,5,2023-01-15,87
"UI sangat membingungkan, sulit digunakan.",2,2023-01-04,83
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-08-23,76
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-02-08,7
Banyak promo menarik setiap hari.,4,2023-10-01,36
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-23,75
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-09-16,55
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-11,39
Banyak promo menarik setiap hari.,5,2023-11-02,59
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-04-19,26
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-16,60
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-24,97
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-03-09,17
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-04,90
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-04-08,58
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-06-10,72
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-07,95
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-28,72
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-17,20
Banyak promo menarik setiap hari.,4,2023-01-10,21
Banyak bug yang mengganggu pengalaman belanja.,1,2023-06-07,77
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-22,1
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-12-08,35
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-08,35
"Aplikasi sering crash, sangat frustasi!",1,2023-09-22,76
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-23,64
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-26,100
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-05-03,26
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-06-17,67
Banyak promo menarik setiap hari.,4,2023-05-09,46
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-18,1
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-07,35
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-25,31
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-04-23,23
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-27,2
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-11-04,97
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-18,67
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-13,40
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-11-17,47
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-25,46
"Aplikasi sering crash, sangat frustasi!",2,2023-09-18,80
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-09,49
"UI sangat membingungkan, sulit digunakan.",1,2023-10-10,6
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-05-08,60
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-10,24
"UI sangat membingungkan, sulit digunakan.",1,2023-06-12,91
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-02,23
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-28,52
Banyak bug yang mengganggu pengalaman belanja.,2,2023-10-20,28
Aplikasi sangat bagus dan mudah digunakan!,5,2023-08-11,27
"UI sangat membingungkan, sulit digunakan.",1,2023-04-28,61
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-02,79
"Aplikasi sering crash, sangat frustasi!",2,2023-05-12,72
Banyak promo menarik setiap hari.,4,2023-03-07,80
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-01-20,45
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-01-20,69
"Aplikasi sering crash, sangat frustasi!",2,2023-03-11,38
Banyak bug yang mengganggu pengalaman belanja.,1,2023-04-05,83
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-04,30
"Aplikasi sering crash, sangat frustasi!",1,2023-11-17,25
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-06-05,92
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-01,45
Banyak promo menarik setiap hari.,4,2023-05-05,98
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-11-24,58
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-09-15,53
"UI sangat membingungkan, sulit digunakan.",1,2023-09-11,75
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-26,74
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-27,31
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-26,16
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-12-23,77
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-08,48
Banyak promo menarik setiap hari.,5,2023-02-08,58
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-03,48
Banyak bug yang mengganggu pengalaman belanja.,2,2023-12-14,60
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-09-16,95
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-11,37
Banyak bug yang mengganggu pengalaman belanja.,1,2023-08-07,80
Banyak promo menarik setiap hari.,5,2023-02-20,60
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-05,47
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-03-01,88
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-01-22,48
"UI sangat membingungkan, sulit digunakan.",2,2023-09-27,78
"Aplikasi sering crash, sangat frustasi!",2,2023-09-05,51
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-26,32
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-06,43
"UI sangat membingungkan, sulit digunakan.",2,2023-06-22,80
Banyak bug yang mengganggu pengalaman belanja.,2,2023-05-22,88
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-02,79
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-05-21,26
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-11-28,58
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-08,99
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-08-12,63
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-16,10
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-10-10,80
Aplikasi sangat bagus dan mudah digunakan!,5,2023-07-17,80
Aplikasi sangat bagus dan mudah digunakan!,5,2023-09-22,93
Banyak promo menarik setiap hari.,5,2023-03-22,64
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-13,75
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-05-03,50
"UI sangat membingungkan, sulit digunakan.",2,2023-02-17,38
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-09-07,45
Banyak promo menarik setiap hari.,4,2023-03-18,50
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-01-04,6
"Aplikasi sering crash, sangat frustasi!",2,2023-02-05,6
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-14,70
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-10,44
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-19,22
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-04-22,2
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-21,83
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-11,73
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-26,58
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-01-05,89
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-06,17
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-07,17
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-08,20
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-01-10,15
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-01,57
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-06-14,34
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-07-03,43
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-09,82
"Aplikasi sering crash, sangat frustasi!",1,2023-09-28,2
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-10,50
Banyak bug yang mengganggu pengalaman belanja.,2,2023-05-21,30
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-16,86
Banyak bug yang mengganggu pengalaman belanja.,1,2023-05-20,58
"UI sangat membingungkan, sulit digunakan.",1,2023-10-13,27
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-04,70
"Aplikasi sering crash, sangat frustasi!",1,2023-04-04,85
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-09,67
Banyak promo menarik setiap hari.,5,2023-08-16,17
Banyak promo menarik setiap hari.,5,2023-08-23,32
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-08-27,33
"UI sangat membingungkan, sulit digunakan.",2,2023-09-05,19
Banyak bug yang mengganggu pengalaman belanja.,1,2023-08-04,34
Aplikasi sangat bagus dan mudah digunakan!,4,2023-08-17,14
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-04-25,78
"Aplikasi sering crash, sangat frustasi!",2,2023-05-05,51
Layanan pelanggan sangat responsif dan membantu.,5,2023-10-26,51
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-10,38
"Aplikasi sering crash, sangat frustasi!",1,2023-08-06,20
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-13,50
Aplikasi sangat bagus dan mudah digunakan!,4,2023-07-01,89
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-06-26,15
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-15,67
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-08-20,85
Banyak promo menarik setiap hari.,5,2023-02-13,68
Banyak promo menarik setiap hari.,4,2023-12-20,76
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-05-06,40
Aplikasi sangat bagus dan mudah digunakan!,5,2023-11-27,88
Aplikasi sangat bagus dan mudah digunakan!,4,2023-09-15,52
"UI sangat membingungkan, sulit digunakan.",2,2023-10-26,79
Banyak promo menarik setiap hari.,5,2023-09-10,92
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-11-20,13
Aplikasi sangat bagus dan mudah digunakan!,4,2023-09-18,21
Banyak promo menarik setiap hari.,4,2023-03-24,3
"Aplikasi sering crash, sangat frustasi!",1,2023-07-25,29
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-20,6
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-24,74
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-23,69
Aplikasi sangat bagus dan mudah digunakan!,5,2023-02-01,70
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-12-01,61
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-15,72
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-05-12,85
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-02-07,83
"Aplikasi sering crash, sangat frustasi!",1,2023-10-11,95
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-09-02,93
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-05-16,32
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-03-22,1
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-03,29
Banyak promo menarik setiap hari.,5,2023-10-06,89
"UI sangat membingungkan, sulit digunakan.",1,2023-05-09,61
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-09-25,33
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-06-04,60
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-08,37
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-12-14,31
Banyak promo menarik setiap hari.,4,2023-05-16,2
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-04,4
Layanan pelanggan sangat responsif dan membantu.,4,2023-06-11,19
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-08-17,64
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-15,19
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-07-20,32
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-01,80
"UI sangat membingungkan, sulit digunakan.",1,2023-05-28,47
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-18,59
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-12,35
"UI sangat membingungkan, sulit digunakan.",1,2023-02-12,33
Banyak bug yang mengganggu pengalaman belanja.,2,2023-03-11,68
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-26,88
Layanan pelanggan sangat responsif dan membantu.,5,2023-09-02,24
Layanan pelanggan sangat responsif dan membantu.,4,2023-12-04,73
Banyak bug yang mengganggu pengalaman belanja.,2,2023-10-13,45
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-13,6
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-10,63
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-10-27,5
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-01,95
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-05-06,70
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-23,28
Aplikasi sangat bagus dan mudah digunakan!,5,2023-03-21,13
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-05-26,17
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-07-16,58
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-01-07,81
"Aplikasi sering crash, sangat frustasi!",2,2023-03-13,95
Banyak bug yang mengganggu pengalaman belanja.,2,2023-08-11,45
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-12,47
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-01-25,18
Banyak promo menarik setiap hari.,4,2023-11-05,97
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-10,66
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-22,85
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-06-09,14
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-24,56
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-11,84
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-22,95
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-06-26,85
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-05-24,40
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-09-24,55
Banyak bug yang mengganggu pengalaman belanja.,2,2023-07-14,39
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-10,47
Banyak promo menarik setiap hari.,5,2023-05-21,66
Aplikasi sangat bagus dan mudah digunakan!,4,2023-07-15,61
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-02-18,99
"Aplikasi sering crash, sangat frustasi!",1,2023-09-11,57
"Aplikasi sering crash, sangat frustasi!",2,2023-06-25,80
"UI sangat membingungkan, sulit digunakan.",1,2023-08-27,51
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-07,15
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-04-09,31
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-20,38
"UI sangat membingungkan, sulit digunakan.",2,2023-04-05,49
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-07-07,98
"Aplikasi sering crash, sangat frustasi!",1,2023-12-12,4
Aplikasi sangat bagus dan mudah digunakan!,5,2023-01-05,38
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-15,42
"UI sangat membingungkan, sulit digunakan.",2,2023-03-15,56
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-05-16,87
Layanan pelanggan sangat responsif dan membantu.,4,2023-08-15,78
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-09-03,45
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-09-05,68
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-10-27,88
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-06,36
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-05-27,41
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-01-06,18
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-02,94
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-10-26,26
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-01,43
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-03-07,1
"UI sangat membingungkan, sulit digunakan.",1,2023-06-07,77
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-23,17
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-04-21,100
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-12-09,87
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-16,19
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-01-20,60
Banyak promo menarik setiap hari.,5,2023-05-25,92
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-22,53
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-27,59
